name,info,sku,cost,deliverable,on_sale,price,manual_sale,count,in_store_warranty,parts_labor_warranty,photos,type,subtype
30″ Black Amana Electric Glass Top Range,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 4 glass top burners. The digital settings include, clock, cook time, clean, oven light and timer. The oven knob includes, bake, clean, warm and broil. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4909.0,0,True,True,47900,39900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_140021-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_140025.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_140027.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_140032.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_140039.jpg",Range,Electric
30″ Black /White Magic Chef Standing Pilot Gas Range w/ Broiler Drawer,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 4 gas top burners. The oven knob includes, warm and broil and goes up to 500 degrees. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4899.0,0,True,False,27900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260119_141450-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260119_141456.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260119_141503.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260119_141514.jpg",Range,Gas
30” Stainless Steel GE Electroc Slide-In Range W/ Convection,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 4 glass top burners, warming zone and oven light. The digital settings include, clock, start, and timer. The oven settings include, bake, broil, warm, steam-clean, warming zone, convect bake/roast and delay Time. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4696.0,0,True,False,79900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/11/20251119_155551-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251119_155558-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251119_155601-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251119_155603-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251119_155608-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251119_155622.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251119_155633.jpg",Range,Standard Range
30” Black/White Frigidaire Electric Coil Top Range,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 4 coil top burners, and oven light. The digital settings include, clock, start time, cook time and timer. The oven settings includes, bake, start time,self clean, clear off and broil. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4783.0,0,True,False,34900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251212_085825-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251212_085831.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251212_085834.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251212_085841.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251212_085850.jpg",Range,Electric
30” Black/ Stainless Steel GE Electric Glass Top Range,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 4 glass top burners and oven light. The digital settings include, clock, self clean, cook time, start time and timer. The oven settings includes bake, broil, delay start, and lock controls. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, and debit cards. We hope to see you in soon!",4629.0,0,True,True,89900,79900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251218_155835-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251218_155839.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251218_155844.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251218_155850.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251218_155900.jpg",Range,Electric
30” Black/ Stainless Steel Frigidaire Electric Glass Top Range,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 4 glass top burners and oven light. The digital settings include, clock, bake time, start time, and timer. The oven settings includes bake, broil, delay start, and lock controls. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, and debit cards. We hope to see you in soon!",4823.0,0,True,False,49900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_103925-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_103930.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_103936.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_103943.jpg",Range,Electric
30” Black GE Glass Top Electric Range,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 4 glass top burners. The digital settings include, clock, cook time, delay start, clean, oven light and timer. The oven settings includes, bake, start, cancel and broil. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4820.0,0,True,False,44900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251227_112622-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251227_112629.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251227_112645.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251227_112657.jpg",Range,Electric
30” Back Kenmore Electric Glasstop Range,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 4 glass top burners, warming zone and an oven light. The digital settings include, clock, cook time, delay start and timer. The oven settings includes, bake, warm & hold and broil. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4546.0,0,True,True,69900,62900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251010_162509133.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251010_162521698.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251010_162524701.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251010_162529889.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251010_164151391.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251010_164159480.jpg",Range,Electric
29 Cu Ft Stainless Steel LG French Door W/ Dual Ice Makers and Convenience Door,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered water a DUAL ice makers. Inside the refrigerator is, adjustable spill proof tempered glass shelving, a space saving shelf, 3 crisper drawers, a wide deli drawer, a removable ice bucket, regular door amenities, a convenience door, and gallon beverage door holders. Inside the freezer is a pullout drawer, a removable ice bucket and a bottom freezer drawer with divider. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4752.0,0,True,False,109900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_105513-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_105602-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_105607-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_105619-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_105632-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_105641-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_105654.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_105811-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_105909-rotated.jpg",Refrigerator,French Door
28 Cu Ft Stainless Steel Samsung French Door Refrigerator w/Dual Ice Makers,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered ice and water. Inside the refrigerator is, adjustable spill proof tempered glass shelving, a space saving shelf, 2 humidity controlled crisper drawers, a wide temp controlled pantry drawer, a removable ice bucket, regular door amenities and gallon beverage door holders. Inside the freezer is a pullout drawer, ice maker and removable ice bucket and a bottom freezer drawer with divider. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4670.0,0,True,True,49900,42900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251111_171642218.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251111_171645707.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251111_171659053.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251111_171703675.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251111_171711750.jpg",Refrigerator,French Door
28 Cu Ft Stainless Steel GE Profile French Door Refrigerator W/ Water and Ice,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered ice and water. Inside the refrigerator is, adjustable spill proof tempered glass shelving, a space saving shelf, 2 climate zone crisper drawers, a wide deli drawer, a removable ice bucket, regular door amenities and gallon beverage door holders. Inside the freezer is a pullout drawer, a removable ice bucket and a bottom freezer drawer with divider. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4674.0,0,True,True,89900,79900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251112_161957713.MP_.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251112_163530264.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251112_163604118.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251112_163545901.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251112_163548702.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251112_163537804.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251112_164132233.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251112_164122636.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251112_163550999.jpg",Refrigerator,French Door
28 Cu Ft Stainless Steel GE Adora French Door Refrigerator,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered ice and water. Inside the refrigerator is, adjustable spill proof tempered glass shelving, a space saving shelf, 2 climate controlled crisper drawers, a wide temp select deli drawer, a removable ice bucket, regular door amenities and gallon beverage door holders, and also has options for (measured) precise fill, and auto fill options in the water dispenser. Inside the freezer is a SECOND ICE MAKER, a pullout drawer and a bottom freezer drawer with divider. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4654.0,0,True,True,89900,79900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251108_211011221.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251108_211054527.MP_.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251108_211108120.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251108_211104027.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251108_211051240.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251108_211048859.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251108_211046177.jpg",Refrigerator,French Door
27″ GE Electric Laundry Center Without An Agitator,"This set has been tested and works. Both the washer and dryer have been cleaned inside and out and are ready to be delivered to your home. The washer comes with 11 washing cycles, 6 wash and rinse temperatures all cold rinses, spped wash, colors, whites, bulky items, w/status indicator, and a push to start/pause button. The dryer comes with 4 drying cycles, 4 drying temperatures, cottons, delicates, quick fluff, de-wrinkle, time dry, easy care, and a push to start button. This set comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4864.0,0,True,True,69900,62900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_155851-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_155859.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_155905.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_155926.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_155929.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_155941.jpg",Appliance Set,Washer & Dryer Set
27″ Frigidaire Electric Laundry Center,"This unit has been tested and works. Both the washer and dryer have been cleaned inside and out and are ready to be delivered to your home. The washer comes with 8 washing cycles, 3 wash and rinse temperatures, 3 rinse levels and a push to start/push to pause knob. The dryer comes with 4 drying cycles, 3 drying temperatures, timed dry and a push to start/ pause button. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4811.0,0,True,False,74900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251223_145404-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251223_145409.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251223_145418.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251223_145422.jpg",Appliance Set,Washer & Dryer Set
27 cu ft Stainless Steel LG 4Door French Door Refrigerator w/New Compressor,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered water and ice. Inside the refrigerator are adjustable spill proof tempered glass shelving, 2 humidity controlled crisper drawers, a wide deli drawer, a space saving shelf, removable ice bucket, regular door amenities and gallon beverage door holders. Inside the freezer is a pull out freezer drawer, and a bottom freezer drawer with an adjustable divider. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4337.0,0,True,True,109900,99900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/08/20250815_101426-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/08/20250815_101438-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/08/20250815_101442-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/08/20250815_101454.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/08/20250815_101500.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/08/20250815_101503.jpg",Refrigerator,French Door
27 Cu Ft Stainless Steel Kenmore French Door W/ Ice,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with ice. Inside the refrigerator are adjustable spill proof tempered glass shelving, 2 regular crisper drawers, a wide deli drawer, regular door amenities, gallon beverage door holders, and freezer and refrigerator controls. Inside the freezer, is, a pullout freezer drawer, a middle pullout shelf and a bottom freezer drawer with a adjustable divider. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4781.0,0,True,True,89900,79900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251211_152920-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251211_152446-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251211_152411.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251211_152428.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251211_152435.jpg",Refrigerator,French Door
27 Cu Ft Stainless Steel Kenmore French Door W/ Convenience Door,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered water and ice. Inside the refrigerator are adjustable spill proof tempered glass shelving, 2 regular crisper drawers, a wide deli drawer, regular door amenities, gallon beverage door holders, removable ice bucket and freezer and refrigerator temperature controls. Inside the freezer, is, a pullout freezer drawer, a middle pullout shelf and a bottom freezer drawer with divider. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4798.0,0,True,True,99900,94900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251217_140806-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251217_140826-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251217_140853-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251217_140856-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251217_140904-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251217_140914.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251217_140922-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251217_141217-rotated.jpg",Refrigerator,French Door
27 Cu Ft Stainless steel French Door Refrigerator W/ Ice Maker,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with ice. Inside the refrigerator are adjustable spill proof tempered glass shelving, 2 space saving shelves, 2 regular crisper drawers, a wide deli drawer, regular door amenities, gallon beverage door holders, and freezer and refrigerator controls. Inside the freezer, is, a pullout freezer drawer, a middle pullout shelf and a bottom freezer drawer with a adjustable divider. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4390.0,0,True,False,79900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250903_163506854.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250903_163531025.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250903_163533938.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250903_163538503.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250903_163548266.jpg",Refrigerator,French Door
26 cu ft Stainless Steel Jenn-Air Side-by-side Refrigerator,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered water and ice. Inside the refrigerator are adjustable spill proof tempered glass shelving, 2 elevator shelves, 2 regular crisper drawers, a deli drawer, regular door amenities, beverage chiller and gallon beverage door holders, and freezer and refrigerator temperature controls. Inside the freezer is adjustable rack shelving, 3 pullout freezer drawers, and a removable ice bucket and regular door amenities. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4880.0,0,True,True,69900,62900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260114_152317-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260114_152319-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260114_152330-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260114_152333-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260114_152336-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260114_152341.jpg",Refrigerator,Side by Side
26 Cu Ft Stainless Steel Frigidaire Side-by-Side W/ Water and Ice,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered water and ice. Inside the refrigerator are adjustable spill proof tempered glass shelving, 2 regular crisper drawers, regular door amenities and gallon beverage door holders, and freezer and refrigerator temperature controls. Inside the freezer is rack shelving, a pullout freezer drawer, and a removable ice bucket and regular door amenities. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4861.0,0,True,True,64900,57900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_151306-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_151318-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_151324-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_151339-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_151342-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_151355.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_151405-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_151334-rotated.jpg",Refrigerator,Side by Side
26 Cu Ft Black Maytag Side-by-Side,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered water and ice. Inside the refrigerator are adjustable spill proof tempered glass shelving, 2 crisper drawers, regular door amenities, gallon door bins, and freezer and refrigerator temperature controls. Inside the freezer is a rack shelf, a pullout freezer drawer, a removable ice bucket and regular door amenities. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4858.0,0,True,False,47900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_140426-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_140519-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_140522-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_140525-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_140530-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_140539-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_140543-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_140552-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_140458-rotated.jpg",Refrigerator,Side by Side
26 cu ft Black Frigidaire Side-by-side Refrigerator,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered water and ice. Inside the refrigerator are adjustable spill proof tempered glass shelving, 2 regular crisper drawers, regular door amenities, and gallon beverage door holders. Inside the freezer is adjustable rack shelving, 1 pullout freezer drawer, removable ice bucket and regular door amenities. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4792.0,0,True,True,49900,44900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251216_130417-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251216_130441-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251216_131305-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251216_131752-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251216_131759-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251216_131810.jpg",Refrigerator,Side by Side
25 cu ft White Kenmore Side-by-side Refrigerator,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered water and ice. Inside the refrigerator are adjustable spill proof tempered glass shelving, a humidity controlled crisper drawer, a regular crisper drawer, regular door amenities, gallon beverage door holders, and freezer and refrigerator temperature controls. Inside the freezer is rack shelving, a pullout freezer drawer, a removable ice bucket and regular door amenities. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4066.0,0,True,True,47900,44900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251210_094915-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251210_094920-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251210_094946-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251210_094948-rotated.jpg",Refrigerator,Side by Side
25 cu ft White Amana Bottom Mount Freezer Refrigerator w/Filtered Water and Ice,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator are adjustable spill proof tempered glass shelving, 2 crisper drawers, a wide deli drawer, regular door amenities, gallon beverage door holders, beverage chiller, and the refrigerator and freezer temperature controls. Inside the freezer is a pullout freezer rack drawer, a pull out freezer rack shelf and a removable ice bucket. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4224.0,0,True,True,49900,42900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/07/20250723_102528-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/07/20250723_102536.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/07/20250723_102542-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/07/20250723_102554-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/07/20250723_102557-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/07/20250723_102605-rotated.jpg",Refrigerator,Bottom Freezer
25 cu ft Stainless Steel Whirlpool Side-by-side Refrigerator,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered water and ice. Inside the refrigerator are adjustable spill proof tempered glass shelving, a regular crisper drawer, a humidity controlled crisper drawer, a deli drawer, regular door amenities and gallon beverage door holders, and freezer and refrigerator temperature controls. Inside the freezer is adjustable rack shelving, a pullout freezer drawer, and a removable ice bucket and regular door amenities. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4881.0,0,True,False,49900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260114_152722-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260114_152724-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260114_152736.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260114_152741-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260114_152743-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260114_152745-rotated.jpg",Refrigerator,Side by Side
